quote_time         ,stock_code,close_price,total_asset,cash_begin,total_stock_value,cash_avaliable,sh600271                         ,sz002310                         ,sh600867                         ,sz300146
2017-09-01 15:00:00,sz002310  ,18.79      ,100194     ,100000    ,56370            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 56370.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-01 15:00:00,sh600867  ,18.7       ,100194     ,100000    ,56370            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 56370.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-01 15:00:00,sz300146  ,14.6       ,100194     ,100000    ,56370            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 56370.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-01 15:00:00,sh600271  ,19.79      ,100194     ,100000    ,56370            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 56370.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 10:00:00,sz002310  ,18.65      ,99774      ,100000    ,55950            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 55949.99999999999]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 10:00:00,sh600867  ,18.55      ,99774      ,100000    ,55950            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 55949.99999999999]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 10:00:00,sz300146  ,14.5       ,99774      ,100000    ,55950            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 55949.99999999999]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 10:00:00,sh600271  ,19.9       ,99774      ,100000    ,55950            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 55949.99999999999]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 10:30:00,sz002310  ,19.04      ,100944     ,100000    ,57120            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57120.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 10:30:00,sh600867  ,18.57      ,100944     ,100000    ,57120            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57120.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 10:30:00,sz300146  ,14.48      ,100944     ,100000    ,57120            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57120.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 10:30:00,sh600271  ,19.91      ,100944     ,100000    ,57120            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57120.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 11:00:00,sz002310  ,19.08      ,101064     ,100000    ,57240            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57239.99999999999]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 11:00:00,sh600867  ,18.66      ,101064     ,100000    ,57240            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57239.99999999999]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 11:00:00,sz300146  ,14.38      ,101064     ,100000    ,57240            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57239.99999999999]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 11:00:00,sh600271  ,20.22      ,101064     ,100000    ,57240            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57239.99999999999]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 11:30:00,sz002310  ,19.11      ,101154     ,100000    ,57330            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57330.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 11:30:00,sh600867  ,18.73      ,101154     ,100000    ,57330            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57330.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 11:30:00,sz300146  ,14.41      ,101154     ,100000    ,57330            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57330.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 11:30:00,sh600271  ,20.24      ,101154     ,100000    ,57330            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57330.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 13:00:00,sz002310  ,19.15      ,101274     ,100000    ,57450            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57449.99999999999]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 11:30:00,sh600867  ,18.73      ,101274     ,100000    ,57450            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57449.99999999999]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 11:30:00,sz300146  ,14.41      ,101274     ,100000    ,57450            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57449.99999999999]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 11:30:00,sh600271  ,20.24      ,101274     ,100000    ,57450            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57449.99999999999]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 13:30:00,sz002310  ,19.14      ,101244     ,100000    ,57420            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57420.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 13:30:00,sh600867  ,18.71      ,101244     ,100000    ,57420            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57420.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 13:30:00,sz300146  ,14.51      ,101244     ,100000    ,57420            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57420.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 13:30:00,sh600271  ,20.28      ,101244     ,100000    ,57420            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57420.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 14:00:00,sz002310  ,19.09      ,101094     ,100000    ,57270            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57270.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 14:00:00,sh600867  ,18.66      ,101094     ,100000    ,57270            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57270.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 14:00:00,sz300146  ,14.46      ,101094     ,100000    ,57270            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57270.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 14:00:00,sh600271  ,20.38      ,101094     ,100000    ,57270            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57270.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 14:30:00,sz002310  ,19.01      ,100854     ,100000    ,57030            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57030.00000000001]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 14:30:00,sh600867  ,18.75      ,100854     ,100000    ,57030            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57030.00000000001]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 14:30:00,sz300146  ,14.39      ,100854     ,100000    ,57030            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57030.00000000001]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 14:30:00,sh600271  ,20.27      ,100854     ,100000    ,57030            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57030.00000000001]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 15:00:00,sz002310  ,18.99      ,100794     ,100000    ,56970            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 56969.99999999999]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 15:00:00,sh600867  ,18.7       ,100794     ,100000    ,56970            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 56969.99999999999]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 15:00:00,sz300146  ,14.27      ,100794     ,100000    ,56970            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 56969.99999999999]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 15:00:00,sh600271  ,20.29      ,100794     ,100000    ,56970            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 56969.99999999999]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 09:30:00,sz002310  ,18.95      ,100674     ,100000    ,56850            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 56850.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 15:00:00,sh600867  ,18.7       ,100674     ,100000    ,56850            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 56850.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 15:00:00,sz300146  ,14.27      ,100674     ,100000    ,56850            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 56850.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-04 15:00:00,sh600271  ,20.29      ,100674     ,100000    ,56850            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 56850.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 10:00:00,sz002310  ,18.89      ,100494     ,100000    ,56670            ,43824         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 56670.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 10:00:00,sh600867  ,18.62      ,100494     ,100000    ,0                ,100494        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 10:00:00,sz300146  ,14.29      ,100494     ,100000    ,0                ,100494        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 10:00:00,sh600271  ,20.2       ,100494     ,100000    ,0                ,100494        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 10:30:00,sz002310  ,19.13      ,100494     ,100000    ,0                ,100494        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 10:30:00,sh600867  ,18.73      ,100494     ,100000    ,0                ,100494        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 10:30:00,sz300146  ,14.35      ,100494     ,100000    ,0                ,100494        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 10:30:00,sh600271  ,20.26      ,100494     ,100000    ,0                ,100494        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 11:00:00,sz002310  ,19.03      ,100494     ,100000    ,0                ,100494        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 11:00:00,sh600867  ,18.8       ,100494     ,100000    ,0                ,100494        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 11:00:00,sz300146  ,14.31      ,100494     ,100000    ,0                ,100494        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 11:00:00,sh600271  ,20.22      ,100494     ,100000    ,0                ,100494        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 11:30:00,sz002310  ,19.04      ,100494     ,100000    ,0                ,100494        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 11:30:00,sh600867  ,18.82      ,100494     ,100000    ,0                ,100494        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 11:30:00,sz300146  ,14.3       ,100494     ,100000    ,0                ,100494        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 11:30:00,sh600271  ,20.29      ,100494     ,100000    ,0                ,100494        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 13:30:00,sz002310  ,19.13      ,100494     ,100000    ,0                ,100494        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 13:30:00,sh600867  ,18.84      ,100494     ,100000    ,57390            ,43104         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57390.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 13:30:00,sz300146  ,14.3       ,100494     ,100000    ,57390            ,43104         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57390.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 13:30:00,sh600271  ,20.26      ,100494     ,100000    ,57390            ,43104         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57390.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 14:00:00,sz002310  ,19.35      ,101154     ,100000    ,58050            ,43104         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58050.00000000001]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 14:00:00,sh600867  ,18.82      ,101154     ,100000    ,58050            ,43104         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58050.00000000001]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 14:00:00,sz300146  ,14.18      ,101154     ,100000    ,58050            ,43104         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58050.00000000001]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 14:00:00,sh600271  ,20.18      ,101154     ,100000    ,58050            ,43104         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58050.00000000001]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 14:30:00,sz002310  ,19.35      ,101154     ,100000    ,58050            ,43104         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58050.00000000001]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 14:30:00,sh600867  ,18.81      ,101154     ,100000    ,58050            ,43104         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58050.00000000001]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 14:30:00,sz300146  ,14.14      ,101154     ,100000    ,58050            ,43104         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58050.00000000001]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 14:30:00,sh600271  ,20.18      ,101154     ,100000    ,58050            ,43104         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58050.00000000001]","[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 15:00:00,sz002310  ,19.41      ,101334     ,100000    ,58230            ,43104         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58230.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 15:00:00,sh600867  ,18.77      ,101334     ,100000    ,58230            ,43104         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58230.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 15:00:00,sz300146  ,14.08      ,101334     ,100000    ,58230            ,43104         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58230.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-05 15:00:00,sh600271  ,20.18      ,101334     ,100000    ,58230            ,43104         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58230.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-06 10:00:00,sz002310  ,19.12      ,100464     ,100000    ,57360            ,43104         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57360.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-06 10:00:00,sh600867  ,18.66      ,100464     ,100000    ,0                ,100464        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-06 10:00:00,sz300146  ,13.94      ,100464     ,100000    ,0                ,100464        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-06 10:00:00,sh600271  ,20.03      ,100464     ,100000    ,0                ,100464        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-06 10:30:00,sz002310  ,19.15      ,100464     ,100000    ,0                ,100464        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-06 10:30:00,sh600867  ,18.7       ,100464     ,100000    ,0                ,100464        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-06 10:30:00,sz300146  ,14.03      ,100464     ,100000    ,0                ,100464        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-06 10:30:00,sh600271  ,20.27      ,100464     ,100000    ,0                ,100464        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-06 11:00:00,sz002310  ,19.29      ,100464     ,100000    ,0                ,100464        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-06 11:00:00,sh600867  ,18.7       ,100464     ,100000    ,0                ,100464        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-06 11:00:00,sz300146  ,14.05      ,100464     ,100000    ,0                ,100464        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-06 11:00:00,sh600271  ,20.19      ,100464     ,100000    ,0                ,100464        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-06 11:30:00,sz002310  ,19.37      ,100464     ,100000    ,0                ,100464        ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-06 11:30:00,sh600867  ,18.66      ,100464     ,100000    ,58110            ,42354         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58110.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-06 11:30:00,sz300146  ,14.08      ,100464     ,100000    ,58110            ,42354         ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58110.0]"          ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-06 11:30:00,sh600271  ,20.18      ,100464     ,100000    ,100350           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58110.0]"          ,"[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-06 13:00:00,sz002310  ,19.51      ,100884     ,100000    ,100770           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58530.00000000001]","[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-06 13:00:00,sh600867  ,18.7       ,100884     ,100000    ,100770           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58530.00000000001]","[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-06 11:30:00,sz300146  ,14.08      ,100884     ,100000    ,100770           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58530.00000000001]","[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-06 11:30:00,sh600271  ,20.18      ,100884     ,100000    ,100770           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58530.00000000001]","[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-06 13:30:00,sz002310  ,19.51      ,100884     ,100000    ,100770           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58530.00000000001]","[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-06 13:30:00,sh600867  ,18.68      ,100884     ,100000    ,100770           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58530.00000000001]","[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-06 13:30:00,sz300146  ,14.08      ,100884     ,100000    ,100770           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58530.00000000001]","[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-06 13:30:00,sh600271  ,20.21      ,100884     ,100000    ,100770           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58530.00000000001]","[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-06 14:00:00,sz002310  ,19.47      ,100764     ,100000    ,100650           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58410.0]"          ,"[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-06 14:00:00,sh600867  ,18.61      ,100764     ,100000    ,100650           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58410.0]"          ,"[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-06 14:00:00,sz300146  ,14.05      ,100674     ,100000    ,100560           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58410.0]"          ,"[0, 0, 0.0]"                    ,"[3000, 3000, 42150.0]"
2017-09-06 14:00:00,sh600271  ,20.17      ,100674     ,100000    ,100560           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58410.0]"          ,"[0, 0, 0.0]"                    ,"[3000, 3000, 42150.0]"
2017-09-06 14:30:00,sz002310  ,19.48      ,100704     ,100000    ,100590           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58440.0]"          ,"[0, 0, 0.0]"                    ,"[3000, 3000, 42150.0]"
2017-09-06 14:30:00,sh600867  ,18.64      ,100704     ,100000    ,100590           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58440.0]"          ,"[0, 0, 0.0]"                    ,"[3000, 3000, 42150.0]"
2017-09-06 14:30:00,sz300146  ,14.02      ,100614     ,100000    ,100500           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58440.0]"          ,"[0, 0, 0.0]"                    ,"[3000, 3000, 42060.0]"
2017-09-06 14:30:00,sh600271  ,20.17      ,100614     ,100000    ,100500           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58440.0]"          ,"[0, 0, 0.0]"                    ,"[3000, 3000, 42060.0]"
2017-09-06 15:00:00,sz002310  ,19.41      ,100404     ,100000    ,100290           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58230.0]"          ,"[0, 0, 0.0]"                    ,"[3000, 3000, 42060.0]"
2017-09-06 15:00:00,sh600867  ,18.63      ,100404     ,100000    ,100290           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58230.0]"          ,"[0, 0, 0.0]"                    ,"[3000, 3000, 42060.0]"
2017-09-06 15:00:00,sz300146  ,14.08      ,100584     ,100000    ,100470           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58230.0]"          ,"[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-06 15:00:00,sh600271  ,20.13      ,100584     ,100000    ,100470           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 58230.0]"          ,"[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-07 09:30:00,sz002310  ,19.33      ,100344     ,100000    ,100230           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57989.99999999999]","[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-07 09:30:00,sh600867  ,18.61      ,100344     ,100000    ,100230           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57989.99999999999]","[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-06 15:00:00,sz300146  ,14.08      ,100344     ,100000    ,100230           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57989.99999999999]","[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-06 15:00:00,sh600271  ,20.13      ,100344     ,100000    ,100230           ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57989.99999999999]","[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-07 10:00:00,sz002310  ,19.24      ,100074     ,100000    ,99960            ,114           ,"[0, 0, 0.0]"                    ,"[3000, 3000, 57719.99999999999]","[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-07 10:00:00,sh600867  ,18.61      ,100074     ,100000    ,42240            ,57834         ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[3000, 3000, 42240.0]"
2017-09-07 10:00:00,sz300146  ,14.05      ,99984      ,100000    ,42150            ,57834         ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[3000, 3000, 42150.0]"
2017-09-07 10:00:00,sh600271  ,20.11      ,99984      ,100000    ,0                ,99984         ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-07 10:30:00,sz002310  ,19.16      ,99984      ,100000    ,0                ,99984         ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-07 10:30:00,sh600867  ,18.68      ,99984      ,100000    ,0                ,99984         ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-07 10:30:00,sz300146  ,14.09      ,99984      ,100000    ,0                ,99984         ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
2017-09-07 10:30:00,sh600271  ,20.12      ,99984      ,100000    ,0                ,99984         ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"                    ,"[0, 0, 0.0]"
